"Time (UTCG)","Magnitude (km)"
1 Jan 2023 00:54:00.000,391812.308481
1 Jan 2023 00:55:00.000,391804.895980
1 Jan 2023 00:56:00.000,391797.405525
1 Jan 2023 00:57:00.000,391789.837297
1 Jan 2023 00:58:00.000,391782.191481
1 Jan 2023 00:59:00.000,391774.468263
1 Jan 2023 01:00:00.000,391766.667827
1 Jan 2023 01:01:00.000,391758.790363
1 Jan 2023 01:02:00.000,391750.836059
1 Jan 2023 01:03:00.000,391742.805106
1 Jan 2023 01:04:00.000,391734.697695
1 Jan 2023 01:05:00.000,391726.514021
1 Jan 2023 01:06:00.000,391718.254276
1 Jan 2023 01:07:00.000,391709.918658
1 Jan 2023 01:08:00.000,391701.507363
1 Jan 2023 01:09:00.000,391693.020590
1 Jan 2023 01:10:00.000,391684.458538
1 Jan 2023 01:11:00.000,391675.821409
1 Jan 2023 01:12:00.000,391667.109405
1 Jan 2023 01:13:00.000,391658.322730
1 Jan 2023 01:14:00.000,391649.461588
1 Jan 2023 01:15:00.000,391640.526186
1 Jan 2023 01:16:00.000,391631.516732
1 Jan 2023 01:17:00.000,391622.433434
1 Jan 2023 01:18:00.000,391613.276504
1 Jan 2023 01:19:00.000,391604.046151
1 Jan 2023 01:20:00.000,391594.742589
1 Jan 2023 01:21:00.000,391585.366032
1 Jan 2023 01:22:00.000,391575.916695
1 Jan 2023 01:23:00.000,391566.394795
1 Jan 2023 01:24:00.000,391556.800550
1 Jan 2023 01:25:00.000,391547.134179
1 Jan 2023 01:26:00.000,391537.395902
1 Jan 2023 01:27:00.000,391527.585941
1 Jan 2023 01:28:00.000,391517.704519
1 Jan 2023 01:29:00.000,391507.751860
1 Jan 2023 01:30:00.000,391497.728189
1 Jan 2023 01:31:00.000,391487.633733
1 Jan 2023 01:32:00.000,391477.468719
1 Jan 2023 01:33:00.000,391467.233378
1 Jan 2023 01:34:00.000,391456.927940
1 Jan 2023 01:35:00.000,391446.552635
1 Jan 2023 01:36:00.000,391436.107697
1 Jan 2023 01:37:00.000,391425.593360
1 Jan 2023 01:38:00.000,391415.009859
1 Jan 2023 01:39:00.000,391404.357431
1 Jan 2023 01:40:00.000,391393.636313
1 Jan 2023 01:41:00.000,391382.846744
1 Jan 2023 01:42:00.000,391371.988965
1 Jan 2023 01:43:00.000,391361.063216
1 Jan 2023 01:44:00.000,391350.069740
1 Jan 2023 01:45:00.000,391339.008781
1 Jan 2023 01:46:00.000,391327.880584
1 Jan 2023 01:47:00.000,391316.685394
1 Jan 2023 01:48:00.000,391305.423460
1 Jan 2023 01:49:00.000,391294.095029
1 Jan 2023 01:50:00.000,391282.700351
1 Jan 2023 01:51:00.000,391271.239677
1 Jan 2023 01:52:00.000,391259.713258
1 Jan 2023 01:53:00.000,391248.121349
1 Jan 2023 01:54:00.000,391236.464202
1 Jan 2023 01:55:00.000,391224.742075
1 Jan 2023 01:56:00.000,391212.955222
1 Jan 2023 01:57:00.000,391201.103902
1 Jan 2023 01:58:00.000,391189.188373
1 Jan 2023 01:59:00.000,391177.208896
1 Jan 2023 02:00:00.000,391165.165732
1 Jan 2023 02:01:00.000,391153.059143
1 Jan 2023 02:02:00.000,391140.889392
1 Jan 2023 02:03:00.000,391128.656744
1 Jan 2023 02:04:00.000,391116.361464
1 Jan 2023 02:05:00.000,391104.003819
1 Jan 2023 02:06:00.000,391091.584077
1 Jan 2023 02:07:00.000,391079.102507
1 Jan 2023 02:08:00.000,391066.559379
1 Jan 2023 02:09:00.000,391053.954963
1 Jan 2023 02:10:00.000,391041.289533
1 Jan 2023 02:11:00.000,391028.563361
1 Jan 2023 02:12:00.000,391015.776722
1 Jan 2023 02:13:00.000,391002.929891
1 Jan 2023 02:14:00.000,390990.023145
1 Jan 2023 02:15:00.000,390977.056761
1 Jan 2023 02:16:00.000,390964.031017
1 Jan 2023 02:17:00.000,390950.946195
1 Jan 2023 02:18:00.000,390937.802574
1 Jan 2023 02:19:00.000,390924.600436
1 Jan 2023 02:20:00.000,390911.340064
1 Jan 2023 02:21:00.000,390898.021741
1 Jan 2023 02:22:00.000,390884.645754
1 Jan 2023 02:23:00.000,390871.212387
1 Jan 2023 02:24:00.000,390857.721928
1 Jan 2023 02:25:00.000,390844.174665
1 Jan 2023 02:26:00.000,390830.570886
1 Jan 2023 02:27:00.000,390816.910882
1 Jan 2023 02:28:00.000,390803.194944
1 Jan 2023 02:29:00.000,390789.423363
1 Jan 2023 02:30:00.000,390775.596434
1 Jan 2023 02:31:00.000,390761.714449
1 Jan 2023 02:32:00.000,390747.777704
1 Jan 2023 02:33:00.000,390733.786495
1 Jan 2023 02:34:00.000,390719.741118
1 Jan 2023 02:35:00.000,390705.641872
1 Jan 2023 02:36:00.000,390691.489056
1 Jan 2023 02:37:00.000,390677.282970
1 Jan 2023 02:38:00.000,390663.023914
1 Jan 2023 02:39:00.000,390648.712189
1 Jan 2023 02:40:00.000,390634.348100
1 Jan 2023 02:41:00.000,390619.931949
1 Jan 2023 02:42:00.000,390605.464042
1 Jan 2023 02:43:00.000,390590.944683
1 Jan 2023 02:44:00.000,390576.374179
1 Jan 2023 02:45:00.000,390561.752838
1 Jan 2023 02:46:00.000,390547.080968
1 Jan 2023 02:47:00.000,390532.358877
1 Jan 2023 02:48:00.000,390517.586878
1 Jan 2023 02:49:00.000,390502.765279
1 Jan 2023 02:50:00.000,390487.894394
1 Jan 2023 02:51:00.000,390472.974535
1 Jan 2023 02:52:00.000,390458.006015
1 Jan 2023 02:53:00.000,390442.989150
1 Jan 2023 02:54:00.000,390427.924255
1 Jan 2023 02:55:00.000,390412.811647
1 Jan 2023 02:56:00.000,390397.651642
1 Jan 2023 02:57:00.000,390382.444558
1 Jan 2023 02:58:00.000,390367.190715
1 Jan 2023 02:59:00.000,390351.890432
1 Jan 2023 03:00:00.000,390336.544030
1 Jan 2023 03:01:00.000,390321.151831
1 Jan 2023 03:02:00.000,390305.714157
1 Jan 2023 03:03:00.000,390290.231330
1 Jan 2023 03:04:00.000,390274.703675
1 Jan 2023 03:05:00.000,390259.131517
1 Jan 2023 03:06:00.000,390243.515182
1 Jan 2023 03:07:00.000,390227.854995
1 Jan 2023 03:08:00.000,390212.151284
1 Jan 2023 03:09:00.000,390196.404376
1 Jan 2023 03:10:00.000,390180.614602
1 Jan 2023 03:11:00.000,390164.782290
1 Jan 2023 03:12:00.000,390148.907770
1 Jan 2023 03:13:00.000,390132.991375
1 Jan 2023 03:14:00.000,390117.033435
1 Jan 2023 03:15:00.000,390101.034284
1 Jan 2023 03:16:00.000,390084.994254
1 Jan 2023 03:17:00.000,390068.913681
1 Jan 2023 03:18:00.000,390052.792899
1 Jan 2023 03:19:00.000,390036.632243
1 Jan 2023 03:20:00.000,390020.432050
1 Jan 2023 03:21:00.000,390004.192658
1 Jan 2023 03:22:00.000,389987.914404
1 Jan 2023 03:23:00.000,389971.597627
1 Jan 2023 03:24:00.000,389955.242666
1 Jan 2023 03:25:00.000,389938.849861
1 Jan 2023 03:26:00.000,389922.419552
1 Jan 2023 03:27:00.000,389905.952082
1 Jan 2023 03:28:00.000,389889.447792
1 Jan 2023 03:29:00.000,389872.907026
1 Jan 2023 03:30:00.000,389856.330126
1 Jan 2023 03:31:00.000,389839.717437
1 Jan 2023 03:32:00.000,389823.069303
1 Jan 2023 03:33:00.000,389806.386071
1 Jan 2023 03:34:00.000,389789.668085
1 Jan 2023 03:35:00.000,389772.915694
1 Jan 2023 03:36:00.000,389756.129244
1 Jan 2023 03:37:00.000,389739.309083
1 Jan 2023 03:38:00.000,389722.455561
1 Jan 2023 03:39:00.000,389705.569026
1 Jan 2023 03:40:00.000,389688.649828
1 Jan 2023 03:41:00.000,389671.698319
1 Jan 2023 03:42:00.000,389654.714849
1 Jan 2023 03:43:00.000,389637.699770
1 Jan 2023 03:44:00.000,389620.653434
1 Jan 2023 03:45:00.000,389603.576194
1 Jan 2023 03:46:00.000,389586.468404
1 Jan 2023 03:47:00.000,389569.330418
1 Jan 2023 03:48:00.000,389552.162591
1 Jan 2023 03:49:00.000,389534.965278
1 Jan 2023 03:50:00.000,389517.738834
1 Jan 2023 03:51:00.000,389500.483617
1 Jan 2023 03:52:00.000,389483.199982
1 Jan 2023 03:53:00.000,389465.888289
1 Jan 2023 03:54:00.000,389448.548893
1 Jan 2023 03:55:00.000,389431.182155
1 Jan 2023 03:56:00.000,389413.788433
1 Jan 2023 03:57:00.000,389396.368087
1 Jan 2023 03:58:00.000,389378.921477
1 Jan 2023 03:59:00.000,389361.448963
1 Jan 2023 04:00:00.000,389343.950906
1 Jan 2023 04:01:00.000,389326.427669
1 Jan 2023 04:02:00.000,389308.879613
1 Jan 2023 04:03:00.000,389291.307101
1 Jan 2023 04:04:00.000,389273.710496
1 Jan 2023 04:05:00.000,389256.090160
1 Jan 2023 04:06:00.000,389238.446460
1 Jan 2023 04:07:00.000,389220.779758
1 Jan 2023 04:08:00.000,389203.090419
1 Jan 2023 04:09:00.000,389185.378810
1 Jan 2023 04:10:00.000,389167.645295
1 Jan 2023 04:11:00.000,389149.890241
1 Jan 2023 04:12:00.000,389132.114014
1 Jan 2023 04:13:00.000,389114.316982
1 Jan 2023 04:14:00.000,389096.499512
1 Jan 2023 04:15:00.000,389078.661972
1 Jan 2023 04:16:00.000,389060.804730
1 Jan 2023 04:17:00.000,389042.928154
1 Jan 2023 04:18:00.000,389025.032614
1 Jan 2023 04:19:00.000,389007.118479
1 Jan 2023 04:20:00.000,388989.186119
1 Jan 2023 04:21:00.000,388971.235905
1 Jan 2023 04:22:00.000,388953.268205
1 Jan 2023 04:23:00.000,388935.283392
1 Jan 2023 04:24:00.000,388917.281837
1 Jan 2023 04:25:00.000,388899.263910
1 Jan 2023 04:26:00.000,388881.229985
1 Jan 2023 04:27:00.000,388863.180433
1 Jan 2023 04:28:00.000,388845.115627
1 Jan 2023 04:29:00.000,388827.035939
1 Jan 2023 04:30:00.000,388808.941744
1 Jan 2023 04:31:00.000,388790.833413
1 Jan 2023 04:32:00.000,388772.711321
1 Jan 2023 04:33:00.000,388754.575843
1 Jan 2023 04:34:00.000,388736.427352
1 Jan 2023 04:35:00.000,388718.266223
1 Jan 2023 04:36:00.000,388700.092830
1 Jan 2023 04:37:00.000,388681.907550
1 Jan 2023 04:38:00.000,388663.710757
1 Jan 2023 04:39:00.000,388645.502827
1 Jan 2023 04:40:00.000,388627.284136
1 Jan 2023 04:41:00.000,388609.055060
1 Jan 2023 04:42:00.000,388590.815975
1 Jan 2023 04:43:00.000,388572.567259
1 Jan 2023 04:44:00.000,388554.309287
1 Jan 2023 04:45:00.000,388536.042437
1 Jan 2023 04:46:00.000,388517.767086
1 Jan 2023 04:47:00.000,388499.483611
1 Jan 2023 04:48:00.000,388481.192390
1 Jan 2023 04:49:00.000,388462.893801
1 Jan 2023 04:50:00.000,388444.588222
1 Jan 2023 04:51:00.000,388426.276030
1 Jan 2023 04:52:00.000,388407.957605
1 Jan 2023 04:53:00.000,388389.633324
1 Jan 2023 04:54:00.000,388371.303566
1 Jan 2023 04:55:00.000,388352.968711
1 Jan 2023 04:56:00.000,388334.629136
1 Jan 2023 04:57:00.000,388316.285220
1 Jan 2023 04:58:00.000,388297.937344
1 Jan 2023 04:59:00.000,388279.585886
1 Jan 2023 05:00:00.000,388261.231225
1 Jan 2023 05:01:00.000,388242.873741
1 Jan 2023 05:02:00.000,388224.513814
1 Jan 2023 05:03:00.000,388206.151823
1 Jan 2023 05:04:00.000,388187.788148
1 Jan 2023 05:05:00.000,388169.423168
1 Jan 2023 05:06:00.000,388151.057264
1 Jan 2023 05:07:00.000,388132.690816
1 Jan 2023 05:08:00.000,388114.324203
1 Jan 2023 05:09:00.000,388095.957805
1 Jan 2023 05:10:00.000,388077.592004
1 Jan 2023 05:11:00.000,388059.227177
1 Jan 2023 05:12:00.000,388040.863707
1 Jan 2023 05:13:00.000,388022.501972
1 Jan 2023 05:14:00.000,388004.142354
1 Jan 2023 05:15:00.000,387985.785232
1 Jan 2023 05:16:00.000,387967.430987
1 Jan 2023 05:17:00.000,387949.079998
1 Jan 2023 05:18:00.000,387930.732646
1 Jan 2023 05:19:00.000,387912.389312
1 Jan 2023 05:20:00.000,387894.050374
1 Jan 2023 05:21:00.000,387875.716214
1 Jan 2023 05:22:00.000,387857.387211
1 Jan 2023 05:23:00.000,387839.063745
1 Jan 2023 05:24:00.000,387820.746196
1 Jan 2023 05:25:00.000,387802.434945
1 Jan 2023 05:26:00.000,387784.130371
1 Jan 2023 05:27:00.000,387765.832853
1 Jan 2023 05:28:00.000,387747.542771
1 Jan 2023 05:29:00.000,387729.260506
1 Jan 2023 05:30:00.000,387710.986436
1 Jan 2023 05:31:00.000,387692.720940
1 Jan 2023 05:32:00.000,387674.464399
1 Jan 2023 05:33:00.000,387656.217191
1 Jan 2023 05:34:00.000,387637.979695
1 Jan 2023 05:35:00.000,387619.752290
1 Jan 2023 05:36:00.000,387601.535355
1 Jan 2023 05:37:00.000,387583.329269
1 Jan 2023 05:38:00.000,387565.134409
1 Jan 2023 05:39:00.000,387546.951155
1 Jan 2023 05:40:00.000,387528.779884
1 Jan 2023 05:41:00.000,387510.620975
1 Jan 2023 05:42:00.000,387492.474805
1 Jan 2023 05:43:00.000,387474.341752
1 Jan 2023 05:44:00.000,387456.222193
1 Jan 2023 05:45:00.000,387438.116505
1 Jan 2023 05:46:00.000,387420.025066
1 Jan 2023 05:47:00.000,387401.948252
1 Jan 2023 05:48:00.000,387383.886440
1 Jan 2023 05:49:00.000,387365.840007
1 Jan 2023 05:50:00.000,387347.809328
1 Jan 2023 05:51:00.000,387329.794779
1 Jan 2023 05:52:00.000,387311.796736
1 Jan 2023 05:53:00.000,387293.815574
1 Jan 2023 05:54:00.000,387275.851668
1 Jan 2023 05:55:00.000,387257.905394
1 Jan 2023 05:56:00.000,387239.977126
1 Jan 2023 05:57:00.000,387222.067238
1 Jan 2023 05:58:00.000,387204.176104
1 Jan 2023 05:59:00.000,387186.304098
1 Jan 2023 06:00:00.000,387168.451594
1 Jan 2023 06:01:00.000,387150.618964
1 Jan 2023 06:02:00.000,387132.806581
1 Jan 2023 06:03:00.000,387115.014817
1 Jan 2023 06:04:00.000,387097.244046
1 Jan 2023 06:05:00.000,387079.494638
1 Jan 2023 06:06:00.000,387061.766965
1 Jan 2023 06:07:00.000,387044.061399
1 Jan 2023 06:08:00.000,387026.378309
1 Jan 2023 06:09:00.000,387008.718067
1 Jan 2023 06:10:00.000,386991.081042
1 Jan 2023 06:11:00.000,386973.467604
1 Jan 2023 06:12:00.000,386955.878123
1 Jan 2023 06:13:00.000,386938.312966
1 Jan 2023 06:14:00.000,386920.772503
1 Jan 2023 06:15:00.000,386903.257102
1 Jan 2023 06:16:00.000,386885.767130
1 Jan 2023 06:17:00.000,386868.302955
1 Jan 2023 06:18:00.000,386850.864943
1 Jan 2023 06:19:00.000,386833.453460
1 Jan 2023 06:20:00.000,386816.068874
1 Jan 2023 06:21:00.000,386798.711548
1 Jan 2023 06:22:00.000,386781.381849
1 Jan 2023 06:23:00.000,386764.080140
1 Jan 2023 06:24:00.000,386746.806786
1 Jan 2023 06:25:00.000,386729.562150
1 Jan 2023 06:26:00.000,386712.346596
1 Jan 2023 06:27:00.000,386695.160487
1 Jan 2023 06:28:00.000,386678.004183
1 Jan 2023 06:29:00.000,386660.878048
1 Jan 2023 06:30:00.000,386643.782442
1 Jan 2023 06:31:00.000,386626.717726
1 Jan 2023 06:32:00.000,386609.684260
1 Jan 2023 06:33:00.000,386592.682403
1 Jan 2023 06:34:00.000,386575.712516
1 Jan 2023 06:35:00.000,386558.774955
1 Jan 2023 06:36:00.000,386541.870079
1 Jan 2023 06:37:00.000,386524.998247
1 Jan 2023 06:38:00.000,386508.159813
1 Jan 2023 06:39:00.000,386491.355135
1 Jan 2023 06:40:00.000,386474.584569
1 Jan 2023 06:41:00.000,386457.848469
1 Jan 2023 06:42:00.000,386441.147190
1 Jan 2023 06:43:00.000,386424.481086
1 Jan 2023 06:44:00.000,386407.850511
1 Jan 2023 06:45:00.000,386391.255817
1 Jan 2023 06:46:00.000,386374.697355
1 Jan 2023 06:47:00.000,386358.175479
1 Jan 2023 06:48:00.000,386341.690538
1 Jan 2023 06:49:00.000,386325.242883
1 Jan 2023 06:50:00.000,386308.832863
1 Jan 2023 06:51:00.000,386292.460828
1 Jan 2023 06:52:00.000,386276.127125
1 Jan 2023 06:53:00.000,386259.832102
1 Jan 2023 06:54:00.000,386243.576107
1 Jan 2023 06:55:00.000,386227.359485
1 Jan 2023 06:56:00.000,386211.182582
1 Jan 2023 06:57:00.000,386195.045742
1 Jan 2023 06:58:00.000,386178.949311
1 Jan 2023 06:59:00.000,386162.893632
1 Jan 2023 07:00:00.000,386146.879047
1 Jan 2023 07:01:00.000,386130.905899
1 Jan 2023 07:02:00.000,386114.974528
1 Jan 2023 07:03:00.000,386099.085276
1 Jan 2023 07:04:00.000,386083.238483
1 Jan 2023 07:05:00.000,386067.434487
1 Jan 2023 07:06:00.000,386051.673627
1 Jan 2023 07:07:00.000,386035.956240
1 Jan 2023 07:08:00.000,386020.282665
1 Jan 2023 07:09:00.000,386004.653235
1 Jan 2023 07:10:00.000,385989.068288
1 Jan 2023 07:11:00.000,385973.528158
1 Jan 2023 07:12:00.000,385958.033178
1 Jan 2023 07:13:00.000,385942.583681
1 Jan 2023 07:14:00.000,385927.180000
1 Jan 2023 07:15:00.000,385911.822466
1 Jan 2023 07:16:00.000,385896.511409
1 Jan 2023 07:17:00.000,385881.247160
1 Jan 2023 07:18:00.000,385866.030047
1 Jan 2023 07:19:00.000,385850.860399
1 Jan 2023 07:20:00.000,385835.738542
1 Jan 2023 07:21:00.000,385820.664803
1 Jan 2023 07:22:00.000,385805.639508
1 Jan 2023 07:23:00.000,385790.662981
1 Jan 2023 07:24:00.000,385775.735547
1 Jan 2023 07:25:00.000,385760.857527
1 Jan 2023 07:26:00.000,385746.029246
1 Jan 2023 07:27:00.000,385731.251022
1 Jan 2023 07:28:00.000,385716.523178
1 Jan 2023 07:29:00.000,385701.846032
1 Jan 2023 07:30:00.000,385687.219903
1 Jan 2023 07:31:00.000,385672.645108
1 Jan 2023 07:32:00.000,385658.121965
1 Jan 2023 07:33:00.000,385643.650789
1 Jan 2023 07:34:00.000,385629.231895
1 Jan 2023 07:35:00.000,385614.865597
1 Jan 2023 07:36:00.000,385600.552208
1 Jan 2023 07:37:00.000,385586.292040
1 Jan 2023 07:38:00.000,385572.085404
1 Jan 2023 07:39:00.000,385557.932611
1 Jan 2023 07:40:00.000,385543.833969
1 Jan 2023 07:41:00.000,385529.789787
1 Jan 2023 07:42:00.000,385515.800372
1 Jan 2023 07:43:00.000,385501.866031
1 Jan 2023 07:44:00.000,385487.987069
1 Jan 2023 07:45:00.000,385474.163789
1 Jan 2023 07:46:00.000,385460.396496
1 Jan 2023 07:47:00.000,385446.685492
1 Jan 2023 07:48:00.000,385433.031078
1 Jan 2023 07:49:00.000,385419.433554
1 Jan 2023 07:50:00.000,385405.893220
1 Jan 2023 07:51:00.000,385392.410373
1 Jan 2023 07:52:00.000,385378.985312
1 Jan 2023 07:53:00.000,385365.618332
1 Jan 2023 07:54:00.000,385352.309728
1 Jan 2023 07:55:00.000,385339.059795
1 Jan 2023 07:56:00.000,385325.868826
1 Jan 2023 07:57:00.000,385312.737112
1 Jan 2023 07:58:00.000,385299.664944
1 Jan 2023 07:59:00.000,385286.652613
1 Jan 2023 08:00:00.000,385273.700407
1 Jan 2023 08:01:00.000,385260.808613
1 Jan 2023 08:02:00.000,385247.977519
1 Jan 2023 08:03:00.000,385235.207409
1 Jan 2023 08:04:00.000,385222.498568
1 Jan 2023 08:05:00.000,385209.851280
1 Jan 2023 08:06:00.000,385197.265827
1 Jan 2023 08:07:00.000,385184.742489
1 Jan 2023 08:08:00.000,385172.281547
1 Jan 2023 08:09:00.000,385159.883279
1 Jan 2023 08:10:00.000,385147.547963
1 Jan 2023 08:11:00.000,385135.275875
1 Jan 2023 08:12:00.000,385123.067292
1 Jan 2023 08:13:00.000,385110.922486
1 Jan 2023 08:14:00.000,385098.841732
1 Jan 2023 08:15:00.000,385086.825301
1 Jan 2023 08:16:00.000,385074.873464
1 Jan 2023 08:17:00.000,385062.986490
1 Jan 2023 08:18:00.000,385051.164648
1 Jan 2023 08:19:00.000,385039.408206
1 Jan 2023 08:20:00.000,385027.717428
1 Jan 2023 08:21:00.000,385016.092580
1 Jan 2023 08:22:00.000,385004.533925
1 Jan 2023 08:23:00.000,384993.041727
1 Jan 2023 08:24:00.000,384981.616246
1 Jan 2023 08:25:00.000,384970.257742
1 Jan 2023 08:26:00.000,384958.966474
1 Jan 2023 08:27:00.000,384947.742699
1 Jan 2023 08:28:00.000,384936.586674
1 Jan 2023 08:29:00.000,384925.498655
1 Jan 2023 08:30:00.000,384914.478894
1 Jan 2023 08:31:00.000,384903.527644
1 Jan 2023 08:32:00.000,384892.645157
1 Jan 2023 08:33:00.000,384881.831683
1 Jan 2023 08:34:00.000,384871.087471
1 Jan 2023 08:35:00.000,384860.412768
1 Jan 2023 08:36:00.000,384849.807821
1 Jan 2023 08:37:00.000,384839.272875
1 Jan 2023 08:38:00.000,384828.808172
1 Jan 2023 08:39:00.000,384818.413957
1 Jan 2023 08:40:00.000,384808.090470
1 Jan 2023 08:41:00.000,384797.837951
1 Jan 2023 08:42:00.000,384787.656638
1 Jan 2023 08:43:00.000,384777.546769
1 Jan 2023 08:44:00.000,384767.508580
1 Jan 2023 08:45:00.000,384757.542306
1 Jan 2023 08:46:00.000,384747.648179
1 Jan 2023 08:47:00.000,384737.826432
1 Jan 2023 08:48:00.000,384728.077296
1 Jan 2023 08:49:00.000,384718.401000
1 Jan 2023 08:50:00.000,384708.797771
1 Jan 2023 08:51:00.000,384699.267838
1 Jan 2023 08:52:00.000,384689.811424
1 Jan 2023 08:53:00.000,384680.428754
1 Jan 2023 08:54:00.000,384671.120051
1 Jan 2023 08:55:00.000,384661.885536
1 Jan 2023 08:56:00.000,384652.725429
1 Jan 2023 08:57:00.000,384643.639948
1 Jan 2023 08:58:00.000,384634.629310
1 Jan 2023 08:59:00.000,384625.693732
1 Jan 2023 09:00:00.000,384616.833428
1 Jan 2023 09:01:00.000,384608.048611
1 Jan 2023 09:02:00.000,384599.339492
1 Jan 2023 09:03:00.000,384590.706281
1 Jan 2023 09:04:00.000,384582.149189
1 Jan 2023 09:05:00.000,384573.668421
1 Jan 2023 09:06:00.000,384565.264185
1 Jan 2023 09:07:00.000,384556.936684
1 Jan 2023 09:08:00.000,384548.686122
1 Jan 2023 09:09:00.000,384540.512701
1 Jan 2023 09:10:00.000,384532.416621
1 Jan 2023 09:11:00.000,384524.398081
1 Jan 2023 09:12:00.000,384516.457279
1 Jan 2023 09:13:00.000,384508.594411
1 Jan 2023 09:14:00.000,384500.809670
1 Jan 2023 09:15:00.000,384493.103252
1 Jan 2023 09:16:00.000,384485.475347
1 Jan 2023 09:17:00.000,384477.926145
1 Jan 2023 09:18:00.000,384470.455836
1 Jan 2023 09:19:00.000,384463.064607
1 Jan 2023 09:20:00.000,384455.752644
1 Jan 2023 09:21:00.000,384448.520131
1 Jan 2023 09:22:00.000,384441.367251
1 Jan 2023 09:23:00.000,384434.294186
1 Jan 2023 09:24:00.000,384427.301116
1 Jan 2023 09:25:00.000,384420.388220
1 Jan 2023 09:26:00.000,384413.555674
1 Jan 2023 09:27:00.000,384406.803655
1 Jan 2023 09:28:00.000,384400.132336
1 Jan 2023 09:29:00.000,384393.541889
1 Jan 2023 09:30:00.000,384387.032487
1 Jan 2023 09:31:00.000,384380.604299
1 Jan 2023 09:32:00.000,384374.257492
1 Jan 2023 09:33:00.000,384367.992234
1 Jan 2023 09:34:00.000,384361.808689
1 Jan 2023 09:35:00.000,384355.707021
1 Jan 2023 09:36:00.000,384349.687393
1 Jan 2023 09:37:00.000,384343.749964
1 Jan 2023 09:38:00.000,384337.894894
1 Jan 2023 09:39:00.000,384332.122340
1 Jan 2023 09:40:00.000,384326.432459
1 Jan 2023 09:41:00.000,384320.825404
1 Jan 2023 09:42:00.000,384315.301328
1 Jan 2023 09:43:00.000,384309.860384
1 Jan 2023 09:44:00.000,384304.502720
1 Jan 2023 09:45:00.000,384299.228485
1 Jan 2023 09:46:00.000,384294.037825
1 Jan 2023 09:47:00.000,384288.930887
1 Jan 2023 09:48:00.000,384283.907813
1 Jan 2023 09:49:00.000,384278.968745
1 Jan 2023 09:50:00.000,384274.113824
1 Jan 2023 09:51:00.000,384269.343189
1 Jan 2023 09:52:00.000,384264.656978
1 Jan 2023 09:53:00.000,384260.055325
1 Jan 2023 09:54:00.000,384255.538366
1 Jan 2023 09:55:00.000,384251.106232
1 Jan 2023 09:56:00.000,384246.759056
1 Jan 2023 09:57:00.000,384242.496965
1 Jan 2023 09:58:00.000,384238.320090
1 Jan 2023 09:59:00.000,384234.228554
1 Jan 2023 10:00:00.000,384230.222484
1 Jan 2023 10:01:00.000,384226.302003
1 Jan 2023 10:02:00.000,384222.467231
1 Jan 2023 10:03:00.000,384218.718290
1 Jan 2023 10:04:00.000,384215.055297
1 Jan 2023 10:05:00.000,384211.478369
1 Jan 2023 10:06:00.000,384207.987621
1 Jan 2023 10:07:00.000,384204.583167
1 Jan 2023 10:08:00.000,384201.265119
1 Jan 2023 10:09:00.000,384198.033586
1 Jan 2023 10:10:00.000,384194.888679
1 Jan 2023 10:11:00.000,384191.830503
1 Jan 2023 10:12:00.000,384188.859165
1 Jan 2023 10:13:00.000,384185.974767
1 Jan 2023 10:14:00.000,384183.177414
1 Jan 2023 10:15:00.000,384180.467204
1 Jan 2023 10:16:00.000,384177.844237
1 Jan 2023 10:17:00.000,384175.308611
1 Jan 2023 10:18:00.000,384172.860421
1 Jan 2023 10:19:00.000,384170.499761
1 Jan 2023 10:20:00.000,384168.226724
1 Jan 2023 10:21:00.000,384166.041401
1 Jan 2023 10:22:00.000,384163.943881
1 Jan 2023 10:23:00.000,384161.934251
1 Jan 2023 10:24:00.000,384160.012597
1 Jan 2023 10:25:00.000,384158.179004
1 Jan 2023 10:26:00.000,384156.433554
1 Jan 2023 10:27:00.000,384154.776329
1 Jan 2023 10:28:00.000,384153.207407
1 Jan 2023 10:29:00.000,384151.726867
1 Jan 2023 10:30:00.000,384150.334784
1 Jan 2023 10:31:00.000,384149.031233
1 Jan 2023 10:32:00.000,384147.816287
1 Jan 2023 10:33:00.000,384146.690017
1 Jan 2023 10:34:00.000,384145.652491
1 Jan 2023 10:35:00.000,384144.703779
1 Jan 2023 10:36:00.000,384143.843946
1 Jan 2023 10:37:00.000,384143.073057
1 Jan 2023 10:38:00.000,384142.391174
1 Jan 2023 10:39:00.000,384141.798359
1 Jan 2023 10:40:00.000,384141.294671
1 Jan 2023 10:41:00.000,384140.880168
1 Jan 2023 10:42:00.000,384140.554906
1 Jan 2023 10:43:00.000,384140.318939
1 Jan 2023 10:44:00.000,384140.172322
1 Jan 2023 10:45:00.000,384140.115103
1 Jan 2023 10:46:00.000,384140.147334
1 Jan 2023 10:47:00.000,384140.269062
1 Jan 2023 10:48:00.000,384140.480334
1 Jan 2023 10:49:00.000,384140.781192
1 Jan 2023 10:50:00.000,384141.171682
1 Jan 2023 10:51:00.000,384141.651842
1 Jan 2023 10:52:00.000,384142.221714
1 Jan 2023 10:53:00.000,384142.881335
1 Jan 2023 10:54:00.000,384143.630741
1 Jan 2023 10:55:00.000,384144.469966
1 Jan 2023 10:56:00.000,384145.399043
1 Jan 2023 10:57:00.000,384146.418004
1 Jan 2023 10:58:00.000,384147.526877
1 Jan 2023 10:59:00.000,384148.725691
1 Jan 2023 11:00:00.000,384150.014471
